Date,Open,High,Low,Close,Adj Close,Volume,SMA_9,SMA_21,EMA_9,EMA_21,DEMA_9,DEMA_21,MACD_Line,MACD_Signal_Line,RSI_14,Stoch_Oscillator_K,Stoch_Oscillator_D,BB_middle,BB_upper,BB_lower,ADX,ADX+DI,ADX-DI,PSAR,CMF,OBV,CCI,Williams_%R,ATR
2017-03-16,849.2000122070312,856.3499755859375,849.2000122070312,851.4000244140625,847.4146728515625,1261745,828.4889051649305,812.6023879278274,831.35332797707,813.4296196586599,845.0578733650049,839.6859186562084,19.99103271801073,18.765906704671437,75.94806533490477,84.83736631532916,80.19808971094515,813.7175079345703,849.1853098142935,778.2497060548471,45.736299495773835,36.453586262108054,7.24874419163008,829.3811735787267,-0.0994780199061444,32108339.0,171.02739271946757,-7.752471518509385,15.295724733528646
2017-03-17,852.9500122070312,854.4500122070312,842.5499877929688,848.25,844.2794799804688,4646494,832.7944607204861,815.3619123186384,834.732662381656,816.5951087806,848.3997662156728,843.3421888892259,20.244084056136558,19.061542174964462,73.27802266314322,88.84728168997553,84.70171347439228,816.9150085449219,852.726870168691,781.1031469211528,46.41659754236825,34.34628242513571,10.060154304270615,834.7749339801688,-0.09197927717082797,27461845.0,139.32331851921438,-13.322330941116123,15.047506916142966
2017-03-20,855.0,862.0,848.0,854.5999755859375,850.599609375,1592288,836.7555677625868,818.7095307849702,838.7061250225124,820.0500966719943,852.8185782024109,847.5065221265583,20.718192597920847,19.39287225955574,75.17285621190284,89.07210013753318,87.58558271427928,820.0200073242188,857.5531684355483,782.4868462128893,47.322267367136604,35.682620067288674,9.373624617115889,839.0899423013226,-0.07574434597190066,29054133.0,145.14219235758543,-11.708897127774954,14.971064181424337
2017-03-21,855.0,861.4000244140625,850.9500122070312,859.5499877929688,855.5264892578125,1458329,841.4833441840278,821.9023873465402,842.8748975766038,823.6409958648102,857.4998781637955,851.8658364533374,21.248413168849197,19.763980441414432,76.56773249037192,90.29400448403693,89.40446210384853,823.1725067138672,862.8067204145043,783.53829301323,48.155937096022186,33.826989678273776,8.886160897749498,842.5499877929688,-0.07340133116043422,30512462.0,134.04278157765827,-4.086758478998109,14.641646163568423
2017-03-22,853.0,864.9000244140625,848.5,862.2000122070312,858.1641235351562,9354327,845.6277872721354,825.0309593563989,846.7399205026893,827.1463609868302,861.5319233133112,855.9920025418731,21.63307894640957,20.13780014241346,77.3029348985634,93.28081746757744,90.88230736304918,826.4300079345703,867.619541519032,785.2404743501086,49.05515238513419,32.81827236503161,8.16824149666774,846.439990234375,0.08755773533074727,39866789.0,121.88952151242832,-4.3618919904946925,14.769583580157724
2017-03-23,863.1500244140625,873.5,862.0499877929688,868.1500244140625,864.0862426757812,1610154,850.3722330729166,828.4166753859747,851.021941284964,830.8739667529422,866.2811601592812,860.4860097721739,22.1625693020801,20.542753974346788,78.90343949185447,94.65424389270454,92.74302194810629,829.9425079345704,872.7507666585507,787.13424921059,50.18237848502418,35.24008601074307,7.700479002249027,848.5,0.09785287759235729,41476943.0,137.4821217628064,-7.58861785239362,14.528376542089354
2017-03-24,871.0,886.4000244140625,863.9000244140625,879.3499755859375,875.2337646484375,2280029,855.977783203125,832.2952444893973,856.6875481451588,835.2808766468509,873.4274087327683,866.2071974769784,23.218290679326742,21.07786131534278,81.54193494329235,92.89562719423033,93.61022951817078,834.1175079345703,879.0461617596619,789.1888541094787,51.59404981189727,37.62812543308221,6.868145174371114,848.5,0.10558179127195565,43756972.0,146.6800957868021,-9.362608574420694,15.106897844886179
2017-03-27,879.3499755859375,880.0,858.7000122070312,871.1500244140625,867.0722045898438,1999306,859.8666720920139,835.8809611002604,859.5800433989396,838.5417082620519,875.2859280720518,869.6209377578052,23.12669974830976,21.487629001936178,74.22276787681055,87.32841492147769,91.62609533613751,837.1275085449219,883.4878191946718,790.7671978951719,52.18031275842645,33.89326225534252,8.609620237632235,856.0800048828125,0.12227509178039804,41757666.0,110.70096590132286,-21.06352880875264,15.555832790777712
2017-03-28,877.5,879.9500122070312,856.0,859.4500122070312,855.4269409179688,3049130,861.5666707356771,838.1904849097842,859.554037160558,840.4424631661409,872.0979399083425,870.4242671659977,21.85805403087454,21.56171400772385,65.22646220630439,76.48989502331635,85.5713123796748,840.0750091552734,884.1870406393997,795.9629776711471,52.35653664291249,30.256672238706074,8.895445590912054,,0.02631830192296964,38708536.0,86.64880375685733,-40.10417754687763,16.163678975226734
2017-03-29,864.0999755859375,864.75,852.5499877929688,857.5999755859375,853.5855712890625,2483787,862.2555541992188,840.9095313662574,859.1632248456339,842.002237022486,868.8856971919221,870.6763987099423,20.46742493170393,21.342856192519868,63.90742492786868,65.15291402659763,76.32374132379722,842.8500091552735,883.9361756400808,801.7638426704661,52.05367248331499,28.574762047421306,9.972926758414763,,0.03680471956788778,36224749.0,56.987057474663935,-43.37355156457683,15.876940916703026
